feature,target,score_ind,score_rd,score_full,varExp_ofFull,varExp_ofRd,feat_idx,feat_gene,feat_source,Class
DNAJC7 (7266) [CERES],PPP1R15B,0.13648,0.25161,0.096,1.42167,0.54243,2,DNAJC7,CERES,1
EIF2B4 (8890) [CERES],PPP1R15B,-0.11743,0.25161,0.096,-1.2232299999999998,-0.46671,3,EIF2B4,CERES,1
EVI2B (ENSG00000185862) [RNA-seq],PPP1R15B,-0.0128,0.25161,0.096,-0.13333,-0.05087,4,EVI2B,RNA-seq,1
TNFRSF10B (ENSG00000120889) [RNA-seq],PPP1R15B,-0.0873,0.25161,0.096,-0.90938,-0.34697,5,TNFRSF10B,RNA-seq,1
SH2B3 (ENSG00000111252) [RNA-seq],PPP1R15B,0.01898,0.25161,0.096,0.19771,0.07543,6,SH2B3,RNA-seq,1
SLC33A1 (9197) [CERES],PPP1R15B,-0.12493,0.25161,0.096,-1.30135,-0.49652,7,SLC33A1,CERES,1
MOSMO (ENSG00000185716) [RNA-seq],PPP1R15B,-0.08187,0.25161,0.096,-0.8528100000000001,-0.32538,9,MOSMO,RNA-seq,1
PPP2CB (ENSG00000104695) [RNA-seq],PPP2CA,0.21311,0.40891,0.05011,4.25284,0.52117,1,PPP2CB,RNA-seq,26
PPP2CB (5516) [CERES],PPP2CA,0.20392,0.40891,0.05011,4.06945,0.49869,3,PPP2CB,CERES,26
UBXN8 (7993) [CN],PPP2CA,-0.06854,0.40891,0.05011,-1.36779,-0.16762,2,UBXN8,CN,26
UBXN8 (ENSG00000104691) [RNA-seq],PPP2CA,-0.04744,0.40891,0.05011,-0.94672,-0.11602,4,UBXN8,RNA-seq,26
MIR4288 (100422903) [CN],PPP2CA,-0.005379999999999999,0.40891,0.05011,-0.10736,-0.01316,6,MIR4288,CN,26
DDHD2 (ENSG00000085788) [RNA-seq],PPP2CA,-0.02534,0.40891,0.05011,-0.50569,-0.06197,7,DDHD2,RNA-seq,26
LEPROTL1 (23484) [CN],PPP2CA,-0.02869,0.40891,0.05011,-0.5725399999999999,-0.07016,8,LEPROTL1,CN,26
NRG1-IT1 (100856811) [CN],PPP2CA,-0.03509,0.40891,0.05011,-0.70026,-0.08581,10,NRG1-IT1,CN,26
PPP2R1B (ENSG00000137713) [RNA-seq],PPP2R1A,0.16124000000000002,0.25727,0.14928,1.08012,0.62673,1,PPP2R1B,RNA-seq,20
LOX (ENSG00000113083) [RNA-seq],PPP2R1A,-0.06277999999999999,0.25727,0.14928,-0.42055,-0.24402,2,LOX,RNA-seq,20
CWF19L2 (143884) [CN],PPP2R1A,0.14897,0.25727,0.14928,0.99792,0.57904,3,CWF19L2,CN,20
DDX10 (1662) [CN],PPP2R1A,0.1201,0.25727,0.14928,0.80453,0.46682,4,DDX10,CN,20
CUL5 (8065) [CN],PPP2R1A,0.15450999999999998,0.25727,0.14928,1.03503,0.60058,5,CUL5,CN,20
SLN (6588) [CN],PPP2R1A,0.14653,0.25727,0.14928,0.98158,0.5695600000000001,6,SLN,CN,20
CYBB (ENSG00000165168) [RNA-seq],PPP2R1A,0.01302,0.25727,0.14928,0.08722,0.05061,7,CYBB,RNA-seq,20
C11orf65 (160140) [CN],PPP2R1A,0.12732000000000002,0.25727,0.14928,0.8528899999999999,0.49489,8,C11orf65,CN,20
CTSL (ENSG00000135047) [RNA-seq],PPP2R1A,0.0221,0.25727,0.14928,0.14804,0.0859,9,CTSL,RNA-seq,20
PLAT (ENSG00000104368) [RNA-seq],PPP2R1A,0.07545,0.25727,0.14928,0.50543,0.29327,10,PLAT,RNA-seq,20
LCMT1 (51451) [CERES],PPP2R2A,0.3265,0.35303,0.08327999999999999,3.92051,0.92485,1,LCMT1,CERES,23
LCMT1 (51451) [CERES],PPP6C,0.13205999999999998,0.47088,0.10581,1.24809,0.28045,3,LCMT1,CERES,23
LCMT1 (51451) [CERES],PPP6R3,0.01944,0.30546,0.11518,0.16878,0.06364,4,LCMT1,CERES,23
AL031587.1 (ENSG00000222044) [RNA-seq],PPP2R2A,0.07812000000000001,0.35303,0.08327999999999999,0.93804,0.22128,6,AL031587.1,RNA-seq,23
LHFPL3-AS1 (ENSG00000226869) [RNA-seq],PPP2R2A,0.07522000000000001,0.35303,0.08327999999999999,0.90322,0.21307,8,LHFPL3-AS1,RNA-seq,23
LHFPL3-AS1 (ENSG00000226869) [RNA-seq],SOX10,0.6208899999999999,0.6492399999999999,0.31246,1.9871,0.95633,4,LHFPL3-AS1,RNA-seq,23
LINC00520 (ENSG00000258791) [RNA-seq],PPP2R2A,0.01951,0.35303,0.08327999999999999,0.23427,0.05526,10,LINC00520,RNA-seq,23
ANKRD52 (283373) [CERES],PPP6C,-0.09213,0.47088,0.10581,-0.87071,-0.19565,7,ANKRD52,CERES,23
AL138828.1 (ENSG00000237596) [RNA-seq],PPP6C,0.01338,0.47088,0.10581,0.12645,0.02841,9,AL138828.1,RNA-seq,23
RHOG (ENSG00000177105) [RNA-seq],PPP6R3,0.08135,0.30546,0.11518,0.70629,0.26632,5,RHOG,RNA-seq,23
RHOG (391) [CERES],TEAD1,-0.02399,0.23704,0.16594,-0.14457,-0.10121,7,RHOG,CERES,23
TBC1D10C (374403) [CERES],PPP6R3,-0.08123999999999999,0.30546,0.11518,-0.70533,-0.26596,8,TBC1D10C,CERES,23
CTDSPL2 (51496) [CERES],PPP6R3,-0.00379,0.30546,0.11518,-0.03291,-0.01241,9,CTDSPL2,CERES,23
METAP1 (23173) [CERES],PPP6R3,-0.09043,0.30546,0.11518,-0.7851199999999999,-0.29605,10,METAP1,CERES,29
EPCAM (ENSG00000119888) [RNA-seq],PRKAR1A,0.16025,0.19157,0.26446,0.60595,0.8365100000000001,2,EPCAM,RNA-seq,5
RTL3 (ENSG00000179300) [RNA-seq],PRKAR1A,0.22135,0.19157,0.26446,0.83699,1.15545,4,RTL3,RNA-seq,5
OVOL2 (ENSG00000125850) [RNA-seq],PRKAR1A,0.17081,0.19157,0.26446,0.64588,0.8916299999999999,5,OVOL2,RNA-seq,5
DMTN (ENSG00000158856) [RNA-seq],PRKAR1A,-0.13924,0.19157,0.26446,-0.52651,-0.7268399999999999,6,DMTN,RNA-seq,5
CKMT1B (ENSG00000237289) [RNA-seq],PRKAR1A,0.04496,0.19157,0.26446,0.17001,0.23469,7,CKMT1B,RNA-seq,5
CKMT1B (ENSG00000237289) [RNA-seq],RPP25L,-0.07922,0.7116399999999999,0.10297,-0.76935,-0.11132,10,CKMT1B,RNA-seq,5
FLI1 (ENSG00000151702) [RNA-seq],PRKAR1A,-0.04824,0.19157,0.26446,-0.18241,-0.25181,8,FLI1,RNA-seq,5
RUNX2 (ENSG00000124813) [RNA-seq],PRKAR1A,0.14875,0.19157,0.26446,0.56247,0.7764800000000001,9,RUNX2,RNA-seq,5
LARGE2 (ENSG00000165905) [RNA-seq],PRKAR1A,0.12761,0.19157,0.26446,0.48253,0.66613,10,LARGE2,RNA-seq,5
PSMB8 (ENSG00000204264) [RNA-seq],PSMB5,0.48217,0.6083,0.15721,3.06704,0.79265,1,PSMB8,RNA-seq,15
PSMB8 (ENSG00000204264) [RNA-seq],PSMB6,-0.01008,0.36616,0.09758,-0.1033,-0.02753,6,PSMB8,RNA-seq,15
PSMB8 (ENSG00000204264) [RNA-seq],THAP1,0.35043,0.28528000000000003,0.10276,3.4101800000000004,1.22837,9,PSMB8,RNA-seq,15
THAP1 (55145) [CERES],PSMB5,0.48066,0.6083,0.15721,3.05744,0.7901699999999999,2,THAP1,CERES,15
AL671883.2 (ENSG00000271581) [RNA-seq],PSMB5,-0.032260000000000004,0.6083,0.15721,-0.2052,-0.05303,3,AL671883.2,RNA-seq,15
PSMB8-AS1 (ENSG00000204261) [RNA-seq],PSMB5,0.28081,0.6083,0.15721,1.78621,0.46163,4,PSMB8-AS1,RNA-seq,15
PSMB8-AS1 (ENSG00000204261) [RNA-seq],PSMB6,0.15724000000000002,0.36616,0.09758,1.6114,0.42943,2,PSMB8-AS1,RNA-seq,15
PSMB8-AS1 (ENSG00000204261) [RNA-seq],THAP1,0.06298,0.28528000000000003,0.10276,0.61288,0.22077,4,PSMB8-AS1,RNA-seq,15
PSMB9 (ENSG00000240065) [RNA-seq],PSMB5,0.06212,0.6083,0.15721,0.39514,0.10212,5,PSMB9,RNA-seq,15
HLA-B (ENSG00000234745) [RNA-seq],PSMB5,0.06069,0.6083,0.15721,0.38604,0.09977,6,HLA-B,RNA-seq,15
HLA-B (ENSG00000234745) [RNA-seq],PSMB6,0.03787,0.36616,0.09758,0.38809,0.10342,3,HLA-B,RNA-seq,15
MYO1G (ENSG00000136286) [RNA-seq],PSMB5,0.16748,0.6083,0.15721,1.06533,0.27532,7,MYO1G,RNA-seq,15
DOCK2 (ENSG00000134516) [RNA-seq],PSMB5,0.30705,0.6083,0.15721,1.95312,0.5047699999999999,8,DOCK2,RNA-seq,15
BISPR (ENSG00000282851) [RNA-seq],PSMB5,0.0935,0.6083,0.15721,0.59475,0.15371,9,BISPR,RNA-seq,15
XAF1 (ENSG00000132530) [RNA-seq],PSMB5,0.04882,0.6083,0.15721,0.31054,0.08026,10,XAF1,RNA-seq,15
USP30-AS1 (ENSG00000256262) [RNA-seq],PSMB6,0.04669,0.36616,0.09758,0.47848,0.12750999999999998,4,USP30-AS1,RNA-seq,15
IFI35 (ENSG00000068079) [RNA-seq],PSMB6,-0.04022,0.36616,0.09758,-0.41217,-0.10984,7,IFI35,RNA-seq,15
TAP2 (ENSG00000204267) [RNA-seq],PSMB6,0.11303,0.36616,0.09758,1.15833,0.30869,8,TAP2,RNA-seq,15
HCP5 (ENSG00000206337) [RNA-seq],PSMB6,-0.01254,0.36616,0.09758,-0.12851,-0.03425,9,HCP5,RNA-seq,15
SON (6651) [CERES],PSMF1,0.08661,0.10654,0.06627999999999999,1.30673,0.81293,1,SON,CERES,34
SON (6651) [CERES],YPEL5,-0.20282,0.57567,0.01805,-11.23657,-0.35232,8,SON,CERES,34
FBXO7 (25793) [CERES],PSMF1,-0.032310000000000005,0.10654,0.06627999999999999,-0.48748,-0.30327,2,FBXO7,CERES,34
LST1 (ENSG00000204482) [RNA-seq],PSMF1,-0.04849,0.10654,0.06627999999999999,-0.73159,-0.45513,3,LST1,RNA-seq,34
QSER1 (79832) [CERES],PSMF1,-0.1799,0.10654,0.06627999999999999,-2.71424,-1.68857,4,QSER1,CERES,34
AC025048.6 (ENSG00000280852) [RNA-seq],PSMF1,-0.15013,0.10654,0.06627999999999999,-2.2650900000000003,-1.40914,5,AC025048.6,RNA-seq,34
PDCD6 (10016) [CERES],PSMF1,-0.14515,0.10654,0.06627999999999999,-2.18995,-1.3624,6,PDCD6,CERES,34
MYD88 (4615) [CERES],PSMF1,-0.01488,0.10654,0.06627999999999999,-0.2245,-0.13967000000000002,7,MYD88,CERES,34
SIPA1L2 (ENSG00000116991) [RNA-seq],PSMF1,-0.15567,0.10654,0.06627999999999999,-2.3486700000000003,-1.46114,9,SIPA1L2,RNA-seq,34
MSH4 (4438) [CERES],PSMF1,-0.20931,0.10654,0.06627999999999999,-3.15797,-1.96461,10,MSH4,CERES,34
PSMG2 (56984) [CERES],PSMG1,0.51798,0.51041,0.06706000000000001,7.7241300000000015,1.01483,1,PSMG2,CERES,41
PSMG4 (389362) [CERES],PSMG1,0.0106,0.51041,0.06706000000000001,0.15807000000000002,0.02077,2,PSMG4,CERES,41
PSMG4 (ENSG00000180822) [RNA-seq],PSMG1,-0.0034700000000000004,0.51041,0.06706000000000001,-0.05174,-0.0068,8,PSMG4,RNA-seq,41
PSMG4 (389362) [CERES],PSMG2,0.06602999999999999,0.51152,0.06167,1.0707,0.12909,2,PSMG4,CERES,41
PSMB1 (5689) [CERES],PSMG1,-0.23487,0.51041,0.06706000000000001,-3.50239,-0.46016,3,PSMB1,CERES,41
PSMB1 (5689) [CERES],PSMG2,-0.13508,0.51152,0.06167,-2.19037,-0.26408000000000004,10,PSMB1,CERES,41
NAGS (ENSG00000161653) [RNA-seq],PSMG1,-0.14858,0.51041,0.06706000000000001,-2.21563,-0.2911,5,NAGS,RNA-seq,41
RNF216 (ENSG00000011275) [RNA-seq],PSMG1,0.04155,0.51041,0.06706000000000001,0.61959,0.08141,6,RNF216,RNA-seq,41
PSMG3 (84262) [CERES],PSMG1,0.036410000000000005,0.51041,0.06706000000000001,0.54295,0.07132999999999999,7,PSMG3,CERES,41
CTAGE3P (ENSG00000232872) [RNA-seq],PSMG1,-0.08734,0.51041,0.06706000000000001,-1.30242,-0.17112,9,CTAGE3P,RNA-seq,41
RAB40AL (ENSG00000102128) [RNA-seq],PSMG1,-0.060620000000000014,0.51041,0.06706000000000001,-0.90397,-0.11877,10,RAB40AL,RNA-seq,41
PSMG1 (8624) [CERES],PSMG2,0.49621,0.51152,0.06167,8.04621,0.97007,1,PSMG1,CERES,41
JPH3 (ENSG00000154118) [RNA-seq],PSMG2,-0.06897,0.51152,0.06167,-1.11837,-0.13483,3,JPH3,RNA-seq,41
NSMCE2 (286053) [CERES],PSMG2,-0.28779,0.51152,0.06167,-4.66661,-0.56262,5,NSMCE2,CERES,41
PLXNA1 (5361) [CERES],PSMG2,-0.11175,0.51152,0.06167,-1.81206,-0.21847,7,PLXNA1,CERES,41
ZNF98 (ENSG00000197360) [RNA-seq],PSMG2,-0.2236,0.51152,0.06167,-3.62575,-0.43713,8,ZNF98,RNA-seq,41
HPS5 (ENSG00000110756) [RNA-seq],PSMG2,-0.40648,0.51152,0.06167,-6.59121,-0.79465,9,HPS5,RNA-seq,41
CCNO (ENSG00000152669) [RNA-seq],PSTK,-0.15299,0.62937,0.13202,-1.15884,-0.24308,7,CCNO,RNA-seq,1
SLC9A2 (ENSG00000115616) [RNA-seq],PSTK,0.012819999999999998,0.62937,0.13202,0.09711,0.02037,8,SLC9A2,RNA-seq,1
SLC9A2 (ENSG00000115616) [RNA-seq],SEPSECS,-0.02268,0.631,0.07994,-0.28371,-0.03594,7,SLC9A2,RNA-seq,1
FERMT1 (ENSG00000101311) [RNA-seq],PSTK,-0.15125999999999998,0.62937,0.13202,-1.14574,-0.24034,10,FERMT1,RNA-seq,1
AEBP1 (165) [CN],PTAR1,-0.09458,0.1547,0.01974,-4.79129,-0.61138,8,AEBP1,CN,21
YKT6 (10652) [CERES],PTAR1,-0.08882999999999999,0.1547,0.01974,-4.5,-0.57421,9,YKT6,CERES,21
UBOX5 (ENSG00000185019) [RNA-seq],PTDSS1,0.00324,0.13769,0.07579,0.04275,0.02353,5,UBOX5,RNA-seq,13
OSBPL9 (114883) [CERES],PTDSS1,0.06151,0.13769,0.07579,0.81158,0.44673,6,OSBPL9,CERES,13
UPRT (ENSG00000094841) [RNA-seq],PTDSS1,-0.18533,0.13769,0.07579,-2.44531,-1.34599,7,UPRT,RNA-seq,13
DDIT4 (54541) [CERES],PTEN,0.08897999999999999,0.46687,0.065,1.36892,0.19059,6,DDIT4,CERES,17
DDIT4 (54541) [CERES],TSC1,-0.00131,0.75636,0.052279999999999986,-0.02506,-0.00173,5,DDIT4,CERES,17
DDIT4 (54541) [CERES],TSC2,-0.04591,0.78273,0.03219,-1.42622,-0.05865,4,DDIT4,CERES,17
KCTD5 (54442) [CERES],PTEN,0.020030000000000003,0.46687,0.065,0.30815,0.0429,9,KCTD5,CERES,13
AASDHPPT (60496) [CERES],PTPMT1,0.03046,0.29125,0.08397,0.36275,0.10458,10,AASDHPPT,CERES,3
USP8 (9101) [CERES],PTPN23,0.47302,0.5280600000000001,0.10992,4.30331,0.8957700000000001,1,USP8,CERES,33
USP8 (9101) [CERES],VPS37A,0.09397,0.3412,0.08362,1.1237700000000002,0.27541,2,USP8,CERES,33
CLTC (1213) [CERES],PTPN23,0.10814,0.5280600000000001,0.10992,0.98381,0.20479,5,CLTC,CERES,33
CLTC (1213) [CERES],TACC3,0.04061,0.40167,0.05067,0.8014600000000001,0.1011,5,CLTC,CERES,33
VPS36 (51028) [CERES],PTPN23,0.07015,0.5280600000000001,0.10992,0.6381899999999999,0.13284,6,VPS36,CERES,33
COPS8 (ENSG00000198612) [RNA-seq],PTPN23,0.09953,0.5280600000000001,0.10992,0.90548,0.18848,9,COPS8,RNA-seq,33
LDLRAP1 (ENSG00000157978) [RNA-seq],PYROXD1,0.09897,0.21056,0.10135,0.97652,0.47003,2,LDLRAP1,RNA-seq,6
PROSER2 (ENSG00000148426) [RNA-seq],PYROXD1,-0.08514,0.21056,0.10135,-0.84006,-0.40435,3,PROSER2,RNA-seq,6
TERF2IP (ENSG00000166848) [RNA-seq],PYROXD1,0.07702,0.21056,0.10135,0.75994,0.36579,4,TERF2IP,RNA-seq,6
KCNA3 (ENSG00000177272) [RNA-seq],PYROXD1,-0.04955,0.21056,0.10135,-0.4889,-0.23532,5,KCNA3,RNA-seq,6
AL365361.1 (ENSG00000259834) [RNA-seq],PYROXD1,-0.07057999999999999,0.21056,0.10135,-0.6964,-0.3352,7,AL365361.1,RNA-seq,6
UBE2QL1 (ENSG00000215218) [RNA-seq],PYROXD1,0.09287,0.21056,0.10135,0.91633,0.4410600000000001,8,UBE2QL1,RNA-seq,6
RTRAF (51637) [CERES],PYROXD1,0.11309,0.21056,0.10135,1.11584,0.53709,9,RTRAF,CERES,6
RABIF (5877) [CERES],RAB10,0.35157,0.5512100000000001,0.17757,1.9799,0.63781,1,RABIF,CERES,22
RABIF (5877) [CERES],RAB35,-0.26582,0.25862,0.08347,-3.18462,-1.02784,6,RABIF,CERES,22
DENND4C (55667) [CERES],RAB10,0.24242,0.5512100000000001,0.17757,1.36521,0.4398,2,DENND4C,CERES,22
MACC1 (ENSG00000183742) [RNA-seq],RAB10,-0.05702,0.5512100000000001,0.17757,-0.32111,-0.10345,4,MACC1,RNA-seq,22
TMC5 (ENSG00000103534) [RNA-seq],RAB10,0.03514,0.5512100000000001,0.17757,0.19789,0.06375,5,TMC5,RNA-seq,22
MST1R (ENSG00000164078) [RNA-seq],RAB10,0.10462,0.5512100000000001,0.17757,0.58918,0.1898,7,MST1R,RNA-seq,22
TMCC2 (ENSG00000133069) [RNA-seq],RAB10,-0.02142,0.5512100000000001,0.17757,-0.12063,-0.038860000000000006,8,TMCC2,RNA-seq,22
TSPAN1 (ENSG00000117472) [RNA-seq],RAB10,0.01705,0.5512100000000001,0.17757,0.09602,0.030930000000000006,9,TSPAN1,RNA-seq,22
LINC01843 (ENSG00000251169) [RNA-seq],RAB10,-0.00718,0.5512100000000001,0.17757,-0.04043,-0.013030000000000002,10,LINC01843,RNA-seq,22
ACAP2 (23527) [CERES],RAB35,-0.01504,0.25862,0.08347,-0.18018,-0.05815,1,ACAP2,CERES,28
ARF6 (382) [CERES],RAB35,-0.12138,0.25862,0.08347,-1.45418,-0.46934,2,ARF6,CERES,28
SBF1 (6305) [CERES],RAB35,-0.00821,0.25862,0.08347,-0.09836,-0.03175,3,SBF1,CERES,28
STIP1 (10963) [CERES],RAB35,0.04609,0.25862,0.08347,0.5521699999999999,0.17822000000000002,7,STIP1,CERES,28
BIK (ENSG00000100290) [RNA-seq],RAB35,0.08929,0.25862,0.08347,1.0697299999999998,0.34526,8,BIK,RNA-seq,28
BIK (ENSG00000100290) [RNA-seq],VPS4B,0.13674,0.2794,0.12582000000000002,1.08679,0.48941,1,BIK,RNA-seq,28
RALGAPB (57148) [CERES],RAB35,-0.03099,0.25862,0.08347,-0.37127,-0.11983,9,RALGAPB,CERES,28
RAB6B (ENSG00000154917) [RNA-seq],RAB6A,0.29083000000000003,0.60053,0.21328000000000005,1.36361,0.48429,1,RAB6B,RNA-seq,21
DACT3 (ENSG00000197380) [RNA-seq],RAB6A,0.05646,0.60053,0.21328000000000005,0.26472,0.09402,4,DACT3,RNA-seq,21
PRSS22 (ENSG00000005001) [RNA-seq],RAB6A,0.06357,0.60053,0.21328000000000005,0.29806,0.10586,6,PRSS22,RNA-seq,21
PRSS22 (ENSG00000005001) [RNA-seq],STXBP3,-0.10845,0.50725,0.17105,-0.63403,-0.2138,5,PRSS22,RNA-seq,21
PRSS22 (ENSG00000005001) [RNA-seq],UBE2H,-0.1155,0.6598,0.04918,-2.34852,-0.17505,10,PRSS22,RNA-seq,21
BOLA3-AS1 (ENSG00000225439) [RNA-seq],RAB6A,0.14915,0.60053,0.21328000000000005,0.6993199999999999,0.24836,7,BOLA3-AS1,RNA-seq,21
SMARCD3 (ENSG00000082014) [RNA-seq],RAB6A,0.00945,0.60053,0.21328000000000005,0.04431,0.01574,8,SMARCD3,RNA-seq,21
SMARCD3 (6604) [CERES],WDR48,-0.0036,0.43533,0.03323,-0.10834,-0.00827,10,SMARCD3,CERES,21
RBPMS2 (ENSG00000166831) [RNA-seq],RAB6A,-0.07887999999999999,0.60053,0.21328000000000005,-0.36984,-0.13135,9,RBPMS2,RNA-seq,21
DCLK2 (ENSG00000170390) [RNA-seq],RAB6A,-0.040060000000000005,0.60053,0.21328000000000005,-0.18783,-0.06671,10,DCLK2,RNA-seq,17
DCLK2 (ENSG00000170390) [RNA-seq],TSC1,-0.1924,0.75636,0.052279999999999986,-3.680180000000001,-0.25438,6,DCLK2,RNA-seq,17
CCDC22 (28952) [CERES],RAB7A,0.25906,0.5221,-0.01372,-18.88192,0.49619,1,CCDC22,CERES,17
WASHC5 (9897) [CERES],RAB7A,0.22116,0.5221,-0.01372,-16.119529999999994,0.4236,3,WASHC5,CERES,17
WASHC4 (23325) [CERES],RAB7A,0.28671,0.5221,-0.01372,-20.89723,0.54915,4,WASHC4,CERES,17
VPS29 (51699) [CERES],RAB7A,0.21421,0.5221,-0.01372,-15.61297,0.41029,6,VPS29,CERES,17
VPS29 (51699) [CERES],VPS33A,0.28138,0.67218,0.052070000000000005,5.40388,0.41861,8,VPS29,CERES,17
COMMD2 (51122) [CERES],RAB7A,0.08177999999999999,0.5221,-0.01372,-5.96064,0.15664,7,COMMD2,CERES,17
VPS35 (55737) [CERES],RAB7A,0.06691,0.5221,-0.01372,-4.87682,0.12816,9,VPS35,CERES,17
CCZ1B (221960) [CERES],RAB7A,-0.02015,0.5221,-0.01372,1.46866,-0.03859,10,CCZ1B,CERES,17
RAB10 (10890) [CERES],RABIF,0.32073,0.35543,0.13294,2.41259,0.90237,1,RAB10,CERES,22
ARSK (ENSG00000164291) [RNA-seq],RABIF,-0.14209000000000002,0.35543,0.13294,-1.06883,-0.39977,2,ARSK,RNA-seq,22
EXOC8 (149371) [CERES],RABIF,-0.13208,0.35543,0.13294,-0.99353,-0.37161,3,EXOC8,CERES,22
KRTCAP3 (ENSG00000157992) [RNA-seq],RABIF,0.04512,0.35543,0.13294,0.3394,0.12694,4,KRTCAP3,RNA-seq,22
RASSF8-AS1 (ENSG00000246695) [RNA-seq],RABIF,-0.08127000000000001,0.35543,0.13294,-0.61133,-0.22865,5,RASSF8-AS1,RNA-seq,22
STXBP3 (6814) [CERES],RABIF,0.05712,0.35543,0.13294,0.42967,0.16071,7,STXBP3,CERES,22
STXBP3 (6814) [CERES],SNAP23,-0.00119,0.31401,0.12611,-0.00944,-0.00379,3,STXBP3,CERES,22
STXBP3 (6814) [CERES],STX4,0.45044,0.64798,0.27466,1.63999,0.69514,1,STXBP3,CERES,22
HSH2D (ENSG00000196684) [RNA-seq],RABIF,-0.04643,0.35543,0.13294,-0.34926,-0.13063,10,HSH2D,RNA-seq,22
HUS1 (3364) [CERES],RAD9A,0.45817,0.52981,0.0236,19.41398,0.8647799999999999,1,HUS1,CERES,6
HUS1 (3364) [CERES],RNASEH2C,-0.03837,0.52477,-0.0035700000000000007,10.7479,-0.07312,5,HUS1,CERES,6
CHMP3 (ENSG00000115561) [RNA-seq],RAD9A,-0.04405,0.52981,0.0236,-1.86653,-0.08313999999999999,4,CHMP3,RNA-seq,8
NR2C2AP (126382) [CERES],RAD9A,-0.23111,0.52981,0.0236,-9.7928,-0.43621,6,NR2C2AP,CERES,6
ATRIP (84126) [CERES],RAD9A,0.04984,0.52981,0.0236,2.11186,0.09407,10,ATRIP,CERES,6
MSL1 (339287) [CERES],RAF1,-0.32429,0.37042,-0.03661,8.85796,-0.8754700000000001,9,MSL1,CERES,27
METTL14 (57721) [CERES],RBM14,-0.01062,0.20695,0.058,-0.1831,-0.051320000000000005,1,METTL14,CERES,31
POLR3A (11128) [CERES],RBM14,-0.07852,0.20695,0.058,-1.35379,-0.37942,3,POLR3A,CERES,31
DGCR6 (ENSG00000183628) [RNA-seq],RBM14,-0.15494000000000002,0.20695,0.058,-2.67138,-0.74868,5,DGCR6,RNA-seq,31
TARDBP (23435) [CERES],RBM14,-0.08434,0.20695,0.058,-1.45414,-0.40754,6,TARDBP,CERES,31
CCS (9973) [CN],RBM14,-0.02645,0.20695,0.058,-0.45603,-0.12780999999999998,7,CCS,CN,31
CPSF2 (53981) [CN],RBM14,-0.193,0.20695,0.058,-3.3275900000000003,-0.93259,10,CPSF2,CN,31
SAMD9L (219285) [CN],RBM18,0.08563,0.22667,0.10813,0.79192,0.37777,1,SAMD9L,CN,14
DLX6-AS1 (285987) [CN],RBM18,0.06058,0.22667,0.10813,0.56025,0.26726,2,DLX6-AS1,CN,14
LOC101927497 (101927497) [CN],RBM18,0.09515,0.22667,0.10813,0.8799600000000001,0.41977,3,LOC101927497,CN,14
ANKIB1 (54467) [CN],RBM18,0.08931,0.22667,0.10813,0.82595,0.39401,4,ANKIB1,CN,14
LOC105375401 (105375401) [CN],RBM18,0.07314,0.22667,0.10813,0.6764100000000001,0.32267,5,LOC105375401,CN,14
RBM48 (84060) [CN],RBM18,0.09099,0.22667,0.10813,0.84149,0.40142,8,RBM48,CN,14
KRT18P11 (ENSG00000215089) [RNA-seq],RBM18,-0.08408,0.22667,0.10813,-0.77758,-0.37094,9,KRT18P11,RNA-seq,14
KRT18P11 (ENSG00000215089) [RNA-seq],YAP1,0.26661,0.25138,0.10553,2.52639,1.06059,2,KRT18P11,RNA-seq,14
CXorf56 (63932) [CERES],RBM18,0.00462,0.22667,0.10813,0.04273,0.02038,10,CXorf56,CERES,14
ARHGEF12 (23365) [CERES],RHOA,0.15025,0.47989,0.10524,1.42769,0.31309000000000003,1,ARHGEF12,CERES,13
ARHGEF12 (23365) [CERES],RIC8A,0.12232,0.57592,0.0565,2.16496,0.21239,2,ARHGEF12,CERES,13
GNA13 (10672) [CERES],RHOA,0.14297,0.47989,0.10524,1.35851,0.29792,2,GNA13,CERES,13
GNA13 (10672) [CERES],RIC8A,0.38088,0.57592,0.0565,6.74124,0.6613399999999999,1,GNA13,CERES,13
RHOB (ENSG00000143878) [RNA-seq],RHOA,0.10395,0.47989,0.10524,0.98774,0.21661,4,RHOB,RNA-seq,13
BTBD9 (114781) [CERES],RHOA,-0.0249,0.47989,0.10524,-0.2366,-0.05189,6,BTBD9,CERES,13
AKAP13 (11214) [CERES],RHOA,0.10862,0.47989,0.10524,1.03212,0.22634,7,AKAP13,CERES,13
ANKLE1 (ENSG00000160117) [RNA-seq],RHOA,0.00034,0.47989,0.10524,0.00323,0.0007099999999999999,9,ANKLE1,RNA-seq,13
RAB6A (5870) [CERES],RIC1,0.2552,0.6785800000000001,0.08981,2.84155,0.37608,2,RAB6A,CERES,21
VPS53 (55275) [CERES],RIC1,-0.12094,0.6785800000000001,0.08981,-1.3466200000000002,-0.17823,5,VPS53,CERES,21
VPS53 (55275) [CERES],VPS52,0.24143,0.50338,0.06423999999999999,3.75825,0.47962,5,VPS53,CERES,21
VPS53 (55275) [CERES],VPS54,0.2246,0.56274,0.00397,56.57431,0.39912,3,VPS53,CERES,21
EIPR1 (7260) [CERES],RIC1,0.09227,0.6785800000000001,0.08981,1.02739,0.13598,6,EIPR1,CERES,21
EIPR1 (7260) [CERES],VPS52,-0.02862,0.50338,0.06423999999999999,-0.44552,-0.05686,3,EIPR1,CERES,21
